<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
MOEX,60,20210316,150000,167.1600000
MOEX,60,20210316,160000,166.5800000
MOEX,60,20210316,170000,166.8300000
MOEX,60,20210316,180000,166.5600000
MOEX,60,20210316,190000,165.6700000
MOEX,60,20210316,200000,166.0000000
MOEX,60,20210316,210000,166.3300000
MOEX,60,20210316,220000,166.2100000
MOEX,60,20210316,230000,166.3700000
MOEX,60,20210317,000000,166.3600000
MOEX,60,20210317,110000,166.8700000
MOEX,60,20210317,120000,166.3800000
MOEX,60,20210317,130000,165.8400000
MOEX,60,20210317,140000,166.0300000
MOEX,60,20210317,150000,165.8900000
MOEX,60,20210317,160000,165.8700000
MOEX,60,20210317,170000,166.2800000
MOEX,60,20210317,180000,166.1000000
MOEX,60,20210317,190000,166.6000000
MOEX,60,20210317,200000,166.8500000
MOEX,60,20210317,210000,166.9000000
MOEX,60,20210317,220000,167.2100000
MOEX,60,20210317,230000,167.1100000
MOEX,60,20210318,000000,167.1900000
MOEX,60,20210318,110000,167.8600000
MOEX,60,20210318,120000,167.7300000
MOEX,60,20210318,130000,168.5200000
MOEX,60,20210318,140000,168.5100000
MOEX,60,20210318,150000,168.4000000
MOEX,60,20210318,160000,169.9600000
MOEX,60,20210318,170000,170.1700000
MOEX,60,20210318,180000,170.0600000
MOEX,60,20210318,190000,170.0900000
MOEX,60,20210318,200000,169.2000000
MOEX,60,20210318,210000,168.7500000
MOEX,60,20210318,220000,168.1000000
MOEX,60,20210318,230000,167.4600000
MOEX,60,20210319,000000,167.7500000
MOEX,60,20210319,110000,168.8500000
MOEX,60,20210319,120000,168.7700000
MOEX,60,20210319,130000,168.8500000
MOEX,60,20210319,140000,169.0000000
MOEX,60,20210319,150000,168.7900000
MOEX,60,20210319,160000,169.0600000
MOEX,60,20210319,170000,168.4600000
MOEX,60,20210319,180000,169.4700000
MOEX,60,20210319,190000,167.7900000
MOEX,60,20210319,200000,168.3000000
MOEX,60,20210319,210000,168.2900000
MOEX,60,20210319,220000,168.4800000
MOEX,60,20210319,230000,168.2700000
MOEX,60,20210320,000000,168.1700000
MOEX,60,20210322,110000,169.2100000
MOEX,60,20210322,120000,169.2600000
MOEX,60,20210322,130000,168.7400000
MOEX,60,20210322,140000,168.7200000
MOEX,60,20210322,150000,168.6600000
MOEX,60,20210322,160000,168.4700000
MOEX,60,20210322,170000,168.1300000
MOEX,60,20210322,180000,168.4100000
MOEX,60,20210322,190000,167.5500000
MOEX,60,20210322,200000,168.4800000
MOEX,60,20210322,210000,168.2500000
MOEX,60,20210322,220000,168.1900000
MOEX,60,20210322,230000,168.0400000
MOEX,60,20210323,000000,168.5300000
MOEX,60,20210323,110000,167.3500000
MOEX,60,20210323,120000,167.2800000
MOEX,60,20210323,130000,166.2800000
MOEX,60,20210323,140000,166.6000000
MOEX,60,20210323,150000,167.3500000
MOEX,60,20210323,160000,167.0500000
MOEX,60,20210323,170000,167.0400000
MOEX,60,20210323,180000,167.3400000
MOEX,60,20210323,190000,167.4700000
MOEX,60,20210323,200000,167.4500000
MOEX,60,20210323,210000,167.1800000
MOEX,60,20210323,220000,167.0500000
MOEX,60,20210323,230000,166.3600000
MOEX,60,20210324,000000,166.3000000
MOEX,60,20210324,110000,165.8000000
MOEX,60,20210324,120000,166.4600000
MOEX,60,20210324,130000,166.9900000
MOEX,60,20210324,140000,166.4400000
MOEX,60,20210324,150000,166.8100000
MOEX,60,20210324,160000,167.1000000
MOEX,60,20210324,170000,167.1500000
MOEX,60,20210324,180000,167.8300000
MOEX,60,20210324,190000,168.0500000
MOEX,60,20210324,200000,168.3100000
MOEX,60,20210324,210000,167.9700000
MOEX,60,20210324,220000,167.7400000
MOEX,60,20210324,230000,167.1200000
MOEX,60,20210325,000000,167.9900000
MOEX,60,20210325,110000,167.4200000
MOEX,60,20210325,120000,167.7000000
MOEX,60,20210325,130000,168.7000000
MOEX,60,20210325,140000,168.0500000
MOEX,60,20210325,150000,167.5100000
MOEX,60,20210325,160000,168.1100000
MOEX,60,20210325,170000,167.8800000
MOEX,60,20210325,180000,167.4600000
MOEX,60,20210325,190000,167.3400000
MOEX,60,20210325,200000,167.6100000
MOEX,60,20210325,210000,167.7100000
MOEX,60,20210325,220000,167.9600000
MOEX,60,20210325,230000,167.7900000
MOEX,60,20210326,000000,167.8800000
MOEX,60,20210326,110000,168.9700000
MOEX,60,20210326,120000,168.9600000
MOEX,60,20210326,130000,168.8700000
MOEX,60,20210326,140000,168.8200000
MOEX,60,20210326,150000,169.1400000
MOEX,60,20210326,160000,169.4400000
MOEX,60,20210326,170000,169.8200000
MOEX,60,20210326,180000,169.1800000
MOEX,60,20210326,190000,168.5000000
MOEX,60,20210326,200000,168.7200000
MOEX,60,20210326,210000,168.6000000
MOEX,60,20210326,220000,168.7400000
MOEX,60,20210326,230000,169.5900000
MOEX,60,20210327,000000,169.5700000
MOEX,60,20210329,110000,169.1000000
MOEX,60,20210329,120000,169.1300000
MOEX,60,20210329,130000,169.4200000
MOEX,60,20210329,140000,169.7400000
MOEX,60,20210329,150000,169.6500000
MOEX,60,20210329,160000,169.7600000
MOEX,60,20210329,170000,169.5200000
MOEX,60,20210329,180000,169.6800000
MOEX,60,20210329,190000,170.0000000
MOEX,60,20210329,200000,169.9600000
MOEX,60,20210329,210000,170.0500000
MOEX,60,20210329,220000,169.9300000
MOEX,60,20210329,230000,170.0000000
MOEX,60,20210330,000000,169.9400000
MOEX,60,20210330,110000,170.5900000
MOEX,60,20210330,120000,169.6900000
MOEX,60,20210330,130000,169.1300000
MOEX,60,20210330,140000,168.5700000
MOEX,60,20210330,150000,168.7100000
MOEX,60,20210330,160000,169.8900000
MOEX,60,20210330,170000,169.7700000
MOEX,60,20210330,180000,170.5800000
MOEX,60,20210330,190000,171.0900000
MOEX,60,20210330,200000,170.4600000
MOEX,60,20210330,210000,170.7000000
MOEX,60,20210330,220000,170.6500000
MOEX,60,20210330,230000,170.6700000
MOEX,60,20210331,000000,170.5500000
MOEX,60,20210331,110000,169.8400000
MOEX,60,20210331,120000,170.8800000
MOEX,60,20210331,130000,172.1500000
MOEX,60,20210331,140000,172.7600000
MOEX,60,20210331,150000,174.6800000
MOEX,60,20210331,160000,173.4000000
MOEX,60,20210331,170000,173.0900000
MOEX,60,20210331,180000,173.6100000
MOEX,60,20210331,190000,173.8000000
MOEX,60,20210331,200000,174.1000000
MOEX,60,20210331,210000,173.9100000
MOEX,60,20210331,220000,173.8000000
MOEX,60,20210331,230000,173.9900000
MOEX,60,20210401,000000,173.9500000
MOEX,60,20210401,110000,174.1200000
MOEX,60,20210401,120000,172.5300000
MOEX,60,20210401,130000,171.6000000
MOEX,60,20210401,140000,171.5500000
MOEX,60,20210401,150000,171.0300000
MOEX,60,20210401,160000,169.9600000
MOEX,60,20210401,170000,170.4700000
MOEX,60,20210401,180000,169.1500000
MOEX,60,20210401,190000,169.4000000
MOEX,60,20210401,200000,170.0800000
MOEX,60,20210401,210000,170.5900000
MOEX,60,20210401,220000,170.3800000
MOEX,60,20210401,230000,170.1400000
MOEX,60,20210402,000000,170.5600000
MOEX,60,20210402,110000,170.6800000
MOEX,60,20210402,120000,170.9100000
MOEX,60,20210402,130000,170.9100000
MOEX,60,20210402,140000,170.4700000
MOEX,60,20210402,150000,169.8400000
MOEX,60,20210402,160000,169.8800000
MOEX,60,20210402,170000,169.2600000
MOEX,60,20210402,180000,168.7400000
MOEX,60,20210402,190000,168.5900000
MOEX,60,20210402,200000,169.1000000
MOEX,60,20210402,210000,169.3900000
MOEX,60,20210402,220000,169.2700000
MOEX,60,20210402,230000,169.1000000
MOEX,60,20210403,000000,169.4100000
MOEX,60,20210405,110000,168.7400000
MOEX,60,20210405,120000,169.2000000
MOEX,60,20210405,130000,169.1800000
MOEX,60,20210405,140000,169.2300000
MOEX,60,20210405,150000,169.7200000
MOEX,60,20210405,160000,169.9800000
MOEX,60,20210405,170000,170.2200000
MOEX,60,20210405,180000,170.2600000
MOEX,60,20210405,190000,170.2900000
MOEX,60,20210405,200000,169.7200000
MOEX,60,20210405,210000,170.0700000
MOEX,60,20210405,220000,170.0100000
MOEX,60,20210405,230000,169.8200000
MOEX,60,20210406,000000,169.9900000
MOEX,60,20210406,110000,171.8300000
MOEX,60,20210406,120000,172.0200000
MOEX,60,20210406,130000,171.5300000
MOEX,60,20210406,140000,171.3200000
MOEX,60,20210406,150000,170.8500000
MOEX,60,20210406,160000,170.8400000
MOEX,60,20210406,170000,170.6000000
MOEX,60,20210406,180000,170.6500000
MOEX,60,20210406,190000,169.5500000
MOEX,60,20210406,200000,169.7000000
MOEX,60,20210406,210000,169.6000000
MOEX,60,20210406,220000,169.6300000
MOEX,60,20210406,230000,169.3500000
MOEX,60,20210407,000000,169.4000000
MOEX,60,20210407,110000,167.9000000
MOEX,60,20210407,120000,167.7200000
MOEX,60,20210407,130000,169.6800000
MOEX,60,20210407,140000,170.5600000
MOEX,60,20210407,150000,170.9300000
MOEX,60,20210407,160000,170.9200000
MOEX,60,20210407,170000,170.1100000
MOEX,60,20210407,180000,172.7000000
MOEX,60,20210407,190000,173.0000000
MOEX,60,20210407,200000,171.7900000
MOEX,60,20210407,210000,171.8700000
MOEX,60,20210407,220000,172.2000000
MOEX,60,20210407,230000,172.0900000
MOEX,60,20210408,000000,172.0900000
MOEX,60,20210408,110000,173.0000000
MOEX,60,20210408,120000,172.5600000
MOEX,60,20210408,130000,171.9300000
MOEX,60,20210408,140000,172.6100000
MOEX,60,20210408,150000,172.7300000
MOEX,60,20210408,160000,172.5100000
MOEX,60,20210408,170000,171.4900000
MOEX,60,20210408,180000,172.0000000
MOEX,60,20210408,190000,172.5000000
MOEX,60,20210408,200000,172.5500000
MOEX,60,20210408,210000,172.4000000
MOEX,60,20210408,220000,172.4100000
MOEX,60,20210408,230000,172.6400000
MOEX,60,20210409,000000,172.2100000
MOEX,60,20210409,110000,171.5500000
MOEX,60,20210409,120000,172.1900000
MOEX,60,20210409,130000,171.8200000
MOEX,60,20210409,140000,170.7500000
MOEX,60,20210409,150000,170.2600000
MOEX,60,20210409,160000,170.5900000
MOEX,60,20210409,170000,170.7800000
MOEX,60,20210409,180000,170.5400000
MOEX,60,20210409,190000,171.2800000
MOEX,60,20210409,200000,171.1900000
MOEX,60,20210409,210000,171.2500000
MOEX,60,20210409,220000,171.0200000
MOEX,60,20210409,230000,170.9600000
MOEX,60,20210410,000000,171.0300000
MOEX,60,20210412,110000,170.2000000
MOEX,60,20210412,120000,171.3600000
MOEX,60,20210412,130000,172.8100000
MOEX,60,20210412,140000,172.5100000
MOEX,60,20210412,150000,172.2000000
MOEX,60,20210412,160000,172.4000000
MOEX,60,20210412,170000,172.2800000
MOEX,60,20210412,180000,171.4100000
MOEX,60,20210412,190000,171.1100000
MOEX,60,20210412,200000,171.5200000
MOEX,60,20210412,210000,171.4000000
MOEX,60,20210412,220000,171.5900000
MOEX,60,20210412,230000,171.6600000
MOEX,60,20210413,000000,171.6800000
MOEX,60,20210413,110000,171.9200000
MOEX,60,20210413,120000,172.8800000
MOEX,60,20210413,130000,173.1300000
MOEX,60,20210413,140000,172.8600000
MOEX,60,20210413,150000,172.9600000
MOEX,60,20210413,160000,173.2600000
MOEX,60,20210413,170000,172.8700000
MOEX,60,20210413,180000,173.0400000
MOEX,60,20210413,190000,173.8500000
MOEX,60,20210413,200000,173.5200000
MOEX,60,20210413,210000,173.5900000
MOEX,60,20210413,220000,173.6800000
MOEX,60,20210413,230000,173.7000000
MOEX,60,20210414,000000,173.7300000
MOEX,60,20210414,110000,174.2500000
MOEX,60,20210414,120000,173.8700000
MOEX,60,20210414,130000,173.4700000
MOEX,60,20210414,140000,173.9400000
MOEX,60,20210414,150000,174.0300000
MOEX,60,20210414,160000,173.7700000
MOEX,60,20210414,170000,172.2900000
MOEX,60,20210414,180000,173.1500000
MOEX,60,20210414,190000,174.3300000
MOEX,60,20210414,200000,173.8200000
MOEX,60,20210414,210000,173.8000000
MOEX,60,20210414,220000,173.8800000
MOEX,60,20210414,230000,173.7900000
MOEX,60,20210415,000000,173.9000000
MOEX,60,20210415,110000,171.8900000
MOEX,60,20210415,120000,171.8900000
MOEX,60,20210415,130000,171.4600000
MOEX,60,20210415,140000,171.7300000
MOEX,60,20210415,150000,171.8500000
MOEX,60,20210415,160000,171.5800000
MOEX,60,20210415,170000,171.9600000
MOEX,60,20210415,180000,171.5600000
MOEX,60,20210415,190000,172.0000000
MOEX,60,20210415,200000,171.5900000
MOEX,60,20210415,210000,171.9200000
MOEX,60,20210415,220000,171.7100000
MOEX,60,20210415,230000,171.8500000
MOEX,60,20210416,000000,171.9500000
MOEX,60,20210416,110000,172.4200000
MOEX,60,20210416,120000,172.6900000
MOEX,60,20210416,130000,172.6700000
MOEX,60,20210416,140000,173.4400000
MOEX,60,20210416,150000,173.4700000
MOEX,60,20210416,160000,173.2100000
MOEX,60,20210416,170000,172.7300000
MOEX,60,20210416,180000,173.4500000
MOEX,60,20210416,190000,173.8300000
MOEX,60,20210416,200000,173.3800000
MOEX,60,20210416,210000,173.3100000
MOEX,60,20210416,220000,173.3300000
MOEX,60,20210416,230000,173.2800000
MOEX,60,20210417,000000,173.4700000
MOEX,60,20210419,110000,174.2000000
MOEX,60,20210419,120000,174.1400000
MOEX,60,20210419,130000,174.1500000
MOEX,60,20210419,140000,173.7700000
MOEX,60,20210419,150000,173.2600000
MOEX,60,20210419,160000,173.8900000
MOEX,60,20210419,170000,174.2700000
MOEX,60,20210419,180000,173.7600000
MOEX,60,20210419,190000,173.4000000
MOEX,60,20210419,200000,173.6000000
MOEX,60,20210419,210000,173.9000000
MOEX,60,20210419,220000,173.9000000
MOEX,60,20210419,230000,173.7300000
MOEX,60,20210420,000000,173.7200000
MOEX,60,20210420,110000,173.7300000
MOEX,60,20210420,120000,173.4900000
MOEX,60,20210420,130000,172.7400000
MOEX,60,20210420,140000,171.9200000
MOEX,60,20210420,150000,171.7400000
MOEX,60,20210420,160000,170.6100000
MOEX,60,20210420,170000,170.2000000
MOEX,60,20210420,180000,169.1400000
MOEX,60,20210420,190000,170.4100000
MOEX,60,20210420,200000,170.3100000
MOEX,60,20210420,210000,170.5100000
MOEX,60,20210420,220000,170.8300000
MOEX,60,20210420,230000,170.9000000
MOEX,60,20210421,000000,170.9200000
MOEX,60,20210421,110000,170.9400000
MOEX,60,20210421,120000,170.2700000
MOEX,60,20210421,130000,170.4500000
MOEX,60,20210421,140000,170.6400000
MOEX,60,20210421,150000,170.4000000
MOEX,60,20210421,160000,170.0000000
MOEX,60,20210421,170000,170.2500000
MOEX,60,20210421,180000,170.0500000
MOEX,60,20210421,190000,169.9000000
MOEX,60,20210421,200000,170.5500000
MOEX,60,20210421,210000,170.6200000
MOEX,60,20210421,220000,170.8600000
MOEX,60,20210421,230000,170.8300000
MOEX,60,20210422,000000,170.8100000
MOEX,60,20210422,110000,170.1000000
MOEX,60,20210422,120000,169.8100000
MOEX,60,20210422,130000,169.9900000
MOEX,60,20210422,140000,169.9200000
MOEX,60,20210422,150000,170.2700000
MOEX,60,20210422,160000,170.8000000
MOEX,60,20210422,170000,169.9800000
MOEX,60,20210422,180000,170.0700000
MOEX,60,20210422,190000,169.5000000
MOEX,60,20210422,200000,170.0800000
MOEX,60,20210422,210000,169.9500000
MOEX,60,20210422,220000,169.9600000
MOEX,60,20210422,230000,170.0100000
MOEX,60,20210423,000000,169.9100000
MOEX,60,20210423,110000,170.2400000
MOEX,60,20210423,120000,170.0300000
MOEX,60,20210423,130000,170.4900000
MOEX,60,20210423,140000,170.4700000
MOEX,60,20210423,150000,170.9100000
MOEX,60,20210423,160000,170.7000000
MOEX,60,20210423,170000,170.9000000
MOEX,60,20210423,180000,171.3100000
MOEX,60,20210423,190000,171.7300000
MOEX,60,20210423,200000,171.4700000
MOEX,60,20210423,210000,171.2900000
MOEX,60,20210423,220000,171.4000000
MOEX,60,20210423,230000,171.4000000
MOEX,60,20210424,000000,171.2000000
MOEX,60,20210426,110000,172.7300000
MOEX,60,20210426,120000,171.7200000
MOEX,60,20210426,130000,171.6700000
MOEX,60,20210426,140000,171.8600000
MOEX,60,20210426,150000,171.9000000
MOEX,60,20210426,160000,171.7700000
MOEX,60,20210426,170000,171.9500000
MOEX,60,20210426,180000,173.1500000
MOEX,60,20210426,190000,173.9100000
MOEX,60,20210426,200000,173.1500000
MOEX,60,20210426,210000,173.1400000
MOEX,60,20210426,220000,173.1800000
MOEX,60,20210426,230000,172.8000000
MOEX,60,20210427,000000,173.2000000
MOEX,60,20210427,110000,176.5700000
MOEX,60,20210427,120000,177.1800000
MOEX,60,20210427,130000,177.0200000
MOEX,60,20210427,140000,178.0500000
MOEX,60,20210427,150000,177.7100000
MOEX,60,20210427,160000,177.4600000
MOEX,60,20210427,170000,177.0900000
MOEX,60,20210427,180000,177.1600000
MOEX,60,20210427,190000,176.6700000
MOEX,60,20210427,200000,177.1100000
MOEX,60,20210427,210000,177.2400000
MOEX,60,20210427,220000,177.1200000
MOEX,60,20210427,230000,177.2100000
MOEX,60,20210428,000000,177.8700000
MOEX,60,20210428,110000,176.7700000
MOEX,60,20210428,120000,175.6700000
MOEX,60,20210428,130000,175.9200000
MOEX,60,20210428,140000,175.2200000
MOEX,60,20210428,150000,174.7900000
MOEX,60,20210428,160000,175.2900000
MOEX,60,20210428,170000,176.1900000
MOEX,60,20210428,180000,175.6900000
MOEX,60,20210428,190000,175.5000000
MOEX,60,20210428,200000,176.0300000
MOEX,60,20210428,210000,176.0500000
MOEX,60,20210428,220000,177.0300000
MOEX,60,20210428,230000,176.9200000
MOEX,60,20210429,000000,176.8300000
MOEX,60,20210429,110000,176.3300000
MOEX,60,20210429,120000,176.3800000
MOEX,60,20210429,130000,176.5000000
MOEX,60,20210429,140000,176.9500000
MOEX,60,20210429,150000,176.0500000
MOEX,60,20210429,160000,177.0800000
MOEX,60,20210429,170000,176.4200000
MOEX,60,20210429,180000,177.1600000
MOEX,60,20210429,190000,177.4900000
MOEX,60,20210429,200000,177.0100000
MOEX,60,20210429,210000,177.1500000
MOEX,60,20210429,220000,177.3600000
MOEX,60,20210429,230000,177.2800000
MOEX,60,20210430,000000,177.2700000
MOEX,60,20210430,110000,179.6600000
MOEX,60,20210430,120000,180.1100000
MOEX,60,20210430,130000,179.3300000
MOEX,60,20210430,140000,179.8100000
MOEX,60,20210430,150000,176.6000000
MOEX,60,20210430,160000,177.2100000
MOEX,60,20210430,170000,177.8900000
MOEX,60,20210430,180000,176.5500000
MOEX,60,20210430,190000,176.9600000
MOEX,60,20210430,200000,177.3900000
MOEX,60,20210430,210000,177.3000000
MOEX,60,20210430,220000,177.4300000
MOEX,60,20210430,230000,177.6000000
MOEX,60,20210501,000000,177.8000000
MOEX,60,20210504,110000,178.3000000
MOEX,60,20210504,120000,181.0000000
MOEX,60,20210504,130000,181.8900000
MOEX,60,20210504,140000,180.7600000
MOEX,60,20210504,150000,180.9700000
MOEX,60,20210504,160000,180.8500000
MOEX,60,20210504,170000,179.9900000
MOEX,60,20210504,180000,179.5500000
MOEX,60,20210504,190000,179.3100000
MOEX,60,20210504,200000,179.6300000
MOEX,60,20210504,210000,179.9000000
MOEX,60,20210504,220000,179.9500000
MOEX,60,20210504,230000,180.2200000
MOEX,60,20210505,000000,181.0000000
MOEX,60,20210505,110000,181.3700000
MOEX,60,20210505,120000,182.1500000
MOEX,60,20210505,130000,182.8300000
MOEX,60,20210505,140000,182.8500000
MOEX,60,20210505,150000,182.8100000
MOEX,60,20210505,160000,183.0100000
MOEX,60,20210505,170000,182.5600000
MOEX,60,20210505,180000,183.0500000
MOEX,60,20210505,190000,183.5700000
MOEX,60,20210505,200000,183.6600000
MOEX,60,20210505,210000,183.8800000
MOEX,60,20210505,220000,183.9000000
MOEX,60,20210505,230000,183.9300000
MOEX,60,20210506,000000,184.0000000
MOEX,60,20210506,110000,185.3300000
MOEX,60,20210506,120000,184.9500000
MOEX,60,20210506,130000,184.6900000
MOEX,60,20210506,140000,185.4400000
MOEX,60,20210506,150000,186.1400000
MOEX,60,20210506,160000,186.7000000
MOEX,60,20210506,170000,188.0500000
MOEX,60,20210506,180000,187.2500000
MOEX,60,20210506,190000,187.9800000
MOEX,60,20210506,200000,188.3700000
MOEX,60,20210506,210000,188.4000000
MOEX,60,20210506,220000,188.7500000
MOEX,60,20210506,230000,188.8900000
MOEX,60,20210507,000000,188.8800000
MOEX,60,20210507,110000,187.3600000
MOEX,60,20210507,120000,187.9500000
MOEX,60,20210507,130000,187.9300000
MOEX,60,20210507,140000,187.8800000
MOEX,60,20210507,150000,187.5900000
MOEX,60,20210507,160000,187.7500000
MOEX,60,20210507,170000,187.3500000
MOEX,60,20210507,180000,187.0000000
MOEX,60,20210507,190000,186.8000000
MOEX,60,20210507,200000,187.3900000
MOEX,60,20210507,210000,187.3900000
MOEX,60,20210507,220000,187.3600000
MOEX,60,20210507,230000,187.4400000
MOEX,60,20210508,000000,187.3700000
MOEX,60,20210510,110000,185.0000000
MOEX,60,20210510,120000,185.4000000
MOEX,60,20210510,130000,185.9100000
MOEX,60,20210510,140000,185.4600000
MOEX,60,20210510,150000,185.5700000
MOEX,60,20210510,160000,185.8000000
MOEX,60,20210510,170000,185.9500000
MOEX,60,20210510,180000,185.7900000
MOEX,60,20210510,190000,186.5400000
MOEX,60,20210510,200000,186.3900000
MOEX,60,20210510,210000,186.8100000
MOEX,60,20210510,220000,186.9500000
MOEX,60,20210510,230000,186.6000000
MOEX,60,20210511,000000,187.0100000
MOEX,60,20210511,110000,188.9500000
MOEX,60,20210511,120000,188.8700000
MOEX,60,20210511,130000,189.1600000
MOEX,60,20210511,140000,189.5800000
MOEX,60,20210511,150000,189.4300000
MOEX,60,20210511,160000,188.5600000
MOEX,60,20210511,170000,189.9800000
MOEX,60,20210511,180000,190.1300000
MOEX,60,20210511,190000,190.1500000
MOEX,60,20210511,200000,190.1000000
MOEX,60,20210511,210000,189.9900000
MOEX,60,20210511,220000,190.2400000
MOEX,60,20210511,230000,190.0100000
MOEX,60,20210512,000000,190.2300000
MOEX,60,20210512,110000,191.3000000
MOEX,60,20210512,120000,190.9500000
MOEX,60,20210512,130000,190.2100000
MOEX,60,20210512,140000,189.8800000
MOEX,60,20210512,150000,190.5000000
MOEX,60,20210512,160000,189.7400000
MOEX,60,20210512,170000,189.1900000
MOEX,60,20210512,180000,189.2200000
MOEX,60,20210512,190000,189.5000000
MOEX,60,20210512,200000,188.7500000
MOEX,60,20210512,210000,188.8500000
MOEX,60,20210512,220000,188.6000000
MOEX,60,20210512,230000,188.3400000
MOEX,60,20210513,000000,187.6300000
MOEX,60,20210513,110000,178.0800000
MOEX,60,20210513,120000,176.6600000
MOEX,60,20210513,130000,176.3500000
MOEX,60,20210513,140000,177.4000000
MOEX,60,20210513,150000,179.0600000
MOEX,60,20210513,160000,177.5700000
MOEX,60,20210513,170000,178.2700000
MOEX,60,20210513,180000,178.1800000
MOEX,60,20210513,190000,178.0100000
MOEX,60,20210513,200000,178.2000000
MOEX,60,20210513,210000,178.7900000
MOEX,60,20210513,220000,178.9200000
MOEX,60,20210513,230000,179.1000000
MOEX,60,20210514,000000,178.9100000
MOEX,60,20210514,110000,177.4800000
MOEX,60,20210514,120000,176.5500000
MOEX,60,20210514,130000,176.4000000
MOEX,60,20210514,140000,176.2500000
MOEX,60,20210514,150000,176.5800000
MOEX,60,20210514,160000,176.0600000
MOEX,60,20210514,170000,175.0500000
MOEX,60,20210514,180000,175.0000000
MOEX,60,20210514,190000,174.4500000
MOEX,60,20210514,200000,175.1000000
MOEX,60,20210514,210000,175.1300000
MOEX,60,20210514,220000,175.4900000
MOEX,60,20210514,230000,175.5000000
MOEX,60,20210515,000000,175.3500000
MOEX,60,20210517,110000,176.4800000
MOEX,60,20210517,120000,177.2000000
MOEX,60,20210517,130000,176.0200000
MOEX,60,20210517,140000,175.3500000
MOEX,60,20210517,150000,175.7000000
MOEX,60,20210517,160000,176.1900000
MOEX,60,20210517,170000,175.2500000
MOEX,60,20210517,180000,175.7200000
MOEX,60,20210517,190000,176.1100000
MOEX,60,20210517,200000,176.5600000
MOEX,60,20210517,210000,176.5000000
MOEX,60,20210517,220000,176.8000000
MOEX,60,20210517,230000,176.9000000
MOEX,60,20210518,000000,176.8900000
MOEX,60,20210518,110000,175.7600000
MOEX,60,20210518,120000,175.4900000
MOEX,60,20210518,130000,175.5200000
MOEX,60,20210518,140000,175.2700000
MOEX,60,20210518,150000,175.1000000
MOEX,60,20210518,160000,174.5900000
MOEX,60,20210518,170000,174.2100000
MOEX,60,20210518,180000,174.8100000
MOEX,60,20210518,190000,174.2300000
MOEX,60,20210518,200000,174.6700000
MOEX,60,20210518,210000,174.6400000
MOEX,60,20210518,220000,174.4000000
MOEX,60,20210518,230000,174.2100000
MOEX,60,20210519,000000,174.1800000
MOEX,60,20210519,110000,172.4400000
MOEX,60,20210519,120000,172.1100000
MOEX,60,20210519,130000,172.6000000
MOEX,60,20210519,140000,173.2500000
MOEX,60,20210519,150000,173.6900000
MOEX,60,20210519,160000,174.0200000
MOEX,60,20210519,170000,172.5300000
MOEX,60,20210519,180000,172.7200000
MOEX,60,20210519,190000,171.6600000
MOEX,60,20210519,200000,172.6600000
MOEX,60,20210519,210000,172.6200000
MOEX,60,20210519,220000,172.4100000
MOEX,60,20210519,230000,172.5100000
MOEX,60,20210520,000000,172.6500000
MOEX,60,20210520,110000,172.8400000
MOEX,60,20210520,120000,172.9400000
MOEX,60,20210520,130000,171.2300000
MOEX,60,20210520,140000,171.5700000
MOEX,60,20210520,150000,171.7200000
MOEX,60,20210520,160000,171.5700000
MOEX,60,20210520,170000,171.5800000
MOEX,60,20210520,180000,171.0200000
MOEX,60,20210520,190000,170.9900000
MOEX,60,20210520,200000,170.7100000
MOEX,60,20210520,210000,170.7800000
MOEX,60,20210520,220000,170.8500000
MOEX,60,20210520,230000,170.9400000
MOEX,60,20210521,000000,170.9900000
MOEX,60,20210521,110000,168.7500000
MOEX,60,20210521,120000,168.6600000
MOEX,60,20210521,130000,168.9400000
MOEX,60,20210521,140000,169.1000000
MOEX,60,20210521,150000,169.0600000
MOEX,60,20210521,160000,169.1100000
MOEX,60,20210521,170000,168.9000000
MOEX,60,20210521,180000,168.6900000
MOEX,60,20210521,190000,168.6500000
MOEX,60,20210521,200000,168.6300000
MOEX,60,20210521,210000,168.8000000
MOEX,60,20210521,220000,168.8900000
MOEX,60,20210521,230000,168.8200000
MOEX,60,20210522,000000,168.9700000
MOEX,60,20210524,110000,169.3200000
MOEX,60,20210524,120000,169.0700000
MOEX,60,20210524,130000,169.3000000
MOEX,60,20210524,140000,169.2400000
MOEX,60,20210524,150000,169.2500000
MOEX,60,20210524,160000,169.1300000
MOEX,60,20210524,170000,169.1400000
MOEX,60,20210524,180000,169.2300000
MOEX,60,20210524,190000,169.3200000
MOEX,60,20210524,200000,169.4200000
MOEX,60,20210524,210000,169.5000000
MOEX,60,20210524,220000,169.8700000
MOEX,60,20210524,230000,169.8300000
MOEX,60,20210525,000000,169.6800000
MOEX,60,20210525,110000,170.4900000
MOEX,60,20210525,120000,169.9500000
MOEX,60,20210525,130000,168.8300000
MOEX,60,20210525,140000,170.1300000
MOEX,60,20210525,150000,169.8500000
MOEX,60,20210525,160000,169.5000000
MOEX,60,20210525,170000,168.9800000
MOEX,60,20210525,180000,169.6000000
MOEX,60,20210525,190000,169.5500000
MOEX,60,20210525,200000,169.5800000
MOEX,60,20210525,210000,169.9500000
MOEX,60,20210525,220000,169.7000000
MOEX,60,20210525,230000,169.7800000
MOEX,60,20210526,000000,169.7500000
MOEX,60,20210526,110000,169.3100000
MOEX,60,20210526,120000,169.2400000
